dt,accumulated_time,flow_x,flow_y,tof_strength,x,y,roll,pitch,yaw,altitude,tof_h,baro_h
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,-1,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.13899999670684338
0.02,0.02,-1,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,1,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13899999670684338
0.02,0.02,1,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13899999670684338
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,1,2,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,0,2,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13899999670684338
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13899999670684338
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13899999670684338
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13899999670684338
0.02,0.02,2,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11900000274181366
0.02,0.02,2,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11900000274181366
0.02,0.02,1,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11900000274181366
0.02,0.02,1,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11900000274181366
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11900000274181366
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11900000274181366
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11900000274181366
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11900000274181366
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11900000274181366
0.02,0.02,0,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11900000274181366
0.02,0.02,1,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.0898562471955367,0.0898562471955367,0.11699999682605267
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-3,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-3,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-3,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-3,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,-3,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,-3,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,-3,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,-3,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,4,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,4,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,4,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,4,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,3,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,1,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,-1,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,-1,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,4,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,4,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.11699999682605267
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.11699999682605267
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13799999840557575
0.02,0.02,2,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13799999840557575
0.02,0.02,2,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13799999840557575
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13799999840557575
0.02,0.02,1,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.13799999840557575
0.02,0.02,0,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13799999840557575
0.02,0.02,0,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13799999840557575
0.02,0.02,0,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13799999840557575
0.02,0.02,-1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13799999840557575
0.02,0.02,1,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13799999840557575
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13799999840557575
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13799999840557575
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13899999670684338
0.02,0.02,2,1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.13899999670684338
0.02,0.02,1,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,3,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,3,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,3,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,2,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,0,-1,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,-3,0,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08586263620906841,0.08586263620906841,0.13899999670684338
0.02,0.02,17,-3,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,9,2,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,14,11,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08686103895568548,0.08686103895568548,0.13899999670684338
0.02,0.02,-12,7,100,0.0,0.0,-0.008726646259971648,-0.05585053606381854,0.0,0.08785944170230256,0.08785944170230256,0.13899999670684338
0.02,0.02,-5,20,100,0.0,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.08488791296596152,0.08488791296596152,0.1360000018030405
0.02,0.02,21,29,100,0.0,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.08488791296596152,0.08488791296596152,0.1360000018030405
0.02,0.02,23,60,100,0.0,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.0838892316369502,0.0838892316369502,0.1360000018030405
0.02,0.02,4,71,100,0.0,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.08588659429497282,0.08588659429497282,0.1360000018030405
0.02,0.02,19,87,100,0.0,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.08488791296596152,0.08488791296596152,0.1360000018030405
0.02,0.02,19,116,100,-0.0002490711234554212,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.08588659429497282,0.08588659429497282,0.1360000018030405
0.02,0.02,13,116,100,-0.0006936341170648067,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.08888263828200675,0.08888263828200675,0.1360000018030405
0.02,0.02,14,107,100,-0.0012648174196762138,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.08888263828200675,0.08888263828200675,0.1360000018030405
0.02,0.02,18,112,100,-0.001950465206988083,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.0918786822690407,0.0918786822690407,0.1360000018030405
0.02,0.02,29,120,100,-0.0027583133582013107,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.09787077024310857,0.09787077024310857,0.1360000018030405
0.02,0.02,29,120,100,-0.003660807826327591,0.0,-0.00872664625997165,-0.05061454830783555,0.017453292519943098,0.09886945157211988,0.09886945157211988,0.1360000018030405
